Article title,anode,HIL,lumo_HIL,homo_HIL,thickness_HIL,HTL1,lumo_HTL1,homo_HTL1,thickness_HTL1,HTL2,lumo_HTL2,homo_HTL2,thickness_HTL2,HTL3,lumo_HTL3,homo_HTL3,thickness_HTL3,total_HTL_thickness,triplet_HTL,EML,lumo_EML,homo_EML,triplet_HOST,thickness_EML,dopant1,lumo_dopant,homo_dopant,triplet_dopant,dopant_percentage,triplet_ETL,total_ETL_thickness,ETL1,lumo_ETL1,homo_ETL1,thickness_ETL1,ETL2,lumo_ETL2,homo_ETL2,thickness_ETL2,cathode_1,cathode_workfunction,thickness_cathode1,cathode_2,thickness_cathode2,"Turn on Voltage, V at 1 cdm-2","Power efficiency, Lm/W at 1000 cdm-2","Quantum efficiency, %",cd/A
Manipulation of electron deficiency of delta-carboline derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes with high efficiency at 1000 cd m(-2),ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,25,mCP,2.4,5.9,10,,,,,35,3,CzBPDCb,2.46,5.7,2.94,20,Firpic,3,5.7,2.7,9,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,3.8,,,41.70
Manipulation of electron deficiency of delta-carboline derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes with high efficiency at 1000 cd m(-2),ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,25,mCP,2.4,5.9,10,,,,,35,3,BDCbBP,2.67,5.92,2.93,20,Firpic,3,5.7,2.7,9,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,4,,,40.80
Manipulation of electron deficiency of delta-carboline derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes with high efficiency at 1000 cd m(-2),ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,25,mCP,2.4,5.9,10,,,,,35,3,Cz35PyDCb,2.39,5.72,2.96,20,Firpic,3,5.7,2.7,9,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,3.6,,,42.60
Manipulation of electron deficiency of delta-carboline derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes with high efficiency at 1000 cd m(-2),ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,25,mCP,2.4,5.9,10,,,,,35,3,Cz26PyDCb,2.45,5.73,2.78,20,Firpic,3,5.7,2.7,9,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,,4.4,,,34.90
Rational utilization of intramolecular and intermolecular hydrogen bonds to achieve desirable electron transporting materials with high mobility and high triplet energy,ITO,HATCN,5.7,9.5,5,TAPC,2,5.5,30,,,,,,,,,30,2.87,26DCzPPy,2.6,6.1,2.71,20,Firpic,3,5.7,2.7,12,2.83,50,,,,,TPM-TPB,2.81,7.04,50,LiF,3.5,1,Al,,3.7,,,20.80
Rational utilization of intramolecular and intermolecular hydrogen bonds to achieve desirable electron transporting materials with high mobility and high triplet energy,ITO,HATCN,5.7,9.5,5,TAPC,2,5.5,30,,,,,,,,,30,2.87,26DCzPPy,2.6,6.1,2.71,20,Firpic,3,5.7,2.7,12,2.82,50,,,,,TPM-TAZ,2.82,6.67,50,LiF,3.5,1,Al,,2.4,,,18.90
Rational utilization of intramolecular and intermolecular hydrogen bonds to achieve desirable electron transporting materials with high mobility and high triplet energy,ITO,HATCN,5.7,9.5,5,TAPC,2,5.5,30,,,,,,,,,30,2.87,26DCzPPy,2.6,6.1,2.71,20,Firpic,3,5.7,2.7,12,2.43,50,,,,,TPM-i-TAZ,2.43,6.41,50,LiF,3.5,1,Al,,3.5,,,0.00
Short-Axis Substitution Approach Selectively Optimizes Electrical Properties of Dibenzothiophene-Based Phosphine Oxide Hosts,ITO,MoOx,2.3,5.3,3,m-MTDATA,5.1,1.9,40,Ir(ppz)3,,,10,,,,,50,2.87,DBTSPO,2.41,6.05,2.98,10,Firpic,3,5.7,2.7,10,2.5,40,,,,,BPhen,3,6.4,40,Cs2CO3,2.2,1,Al,,,,,20.00
Short-Axis Substitution Approach Selectively Optimizes Electrical Properties of Dibenzothiophene-Based Phosphine Oxide Hosts,ITO,MoOx,2.3,5.3,3,m-MTDATA,5.1,1.9,40,Ir(ppz)3,,,10,,,,,50,2.87,DBTDPO,2.5,6.05,2.9,10,Firpic,3,5.7,2.7,10,2.5,40,,,,,BPhen,3,6.4,40,Cs2CO3,2.2,1,Al,,,,,28.00
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,80,mCP,2.4,5.9,30,,,,,110,3,CSPO,2.25,5.6,3.02,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBI,2.8,6.2,50,LiF,3.5,1,Al,,3.4,,,14.80
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,80,mCP,2.4,5.9,30,,,,,110,3,pDCSPO,2.2,5.59,3.02,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBI,2.8,6.2,50,LiF,3.5,1,Al,,3.6,,,13.00
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,80,mCP,2.4,5.9,30,,,,,110,3,DCSPO,2.19,5.43,2.97,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBI,2.8,6.2,50,LiF,3.5,1,Al,,3.6,,,22.90
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,80,mCP,2.4,5.9,30,,,,,110,3,pTCSPO,2.2,5.57,3.02,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBI,2.8,6.2,50,LiF,3.5,1,Al,,4,,,10.10
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,80,mCP,2.4,5.9,30,,,,,110,3,TCSPO,2.2,5.46,2.89,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBi,2.8,6.2,50,LiF,3.5,1,Al,,3.6,,,19.40
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,30,mCP,2.4,5.9,10,,,,,60,3,DCSPO,2.19,5.43,2.97,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,3.5,,,21.90
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,NPB,2.5,5.2,30,mCP,2.4,5.9,10,,,,,60,3,DCSPO,2.19,5.43,2.97,30,Firpic,3,5.7,2.7,16,3.4,50,,,,,DPOSi,2.2,5.6,30,LiF,3.5,1,Al,,3.5,,,37.20
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,DCzSi,1.9,5.6,40,,,,,,,,,30,3.02,DCSPO,2.19,5.43,2.97,30,Firpic,3,5.7,2.7,16,2.6,50,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,,6,,,12.60
"A Highly Efficient, Blue-Phosphorescent Device Based on a Wide-Bandgap Host/FIrpic: Rational Design of the Carbazole and Phosphine Oxide Moieties on Tetraphenylsilane",ITO,PEDOT:PSS,3.3,5.2,30,DCzSi,1.9,5.6,40,,,,,,,,,30,3.02,DCSPO,2.19,5.43,2.97,30,Firpic,3,5.7,2.7,16,3.4,50,,,,,DPOSi,2.2,5.6,30,LiF,3.5,1,Al,,6,,,49.40
Tetraphenylsilane derivatives spiro-annulated by triphenylamine/carbazole with enhanced HOMO energy levels and glass transition temperatures without lowering triplet energy: host materials for efficient blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,TCTA,2.4,5.7,5,,,,,45,2.82,SiBSTPA,1.77,5.3,2.75,20,Firpic,3,5.7,2.7,8,2.7,40,,,,,TAZ,2.7,6.3,40,LiF,3.5,1,Al,,,,5.2,12.80
Tetraphenylsilane derivatives spiro-annulated by triphenylamine/carbazole with enhanced HOMO energy levels and glass transition temperatures without lowering triplet energy: host materials for efficient blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,TCTA,2.4,5.7,5,,,,,45,2.82,SiBSCz,2.17,5.56,2.76,20,Firpic,3,5.7,2.7,8,2.7,40,,,,,TAZ,2.7,6.3,40,LiF,3.5,1,Al,,,,3.6,9.30
Carbazolyl-substituted quinazolinones as high-triplet-energy materials for phosphorescent organic light emitting diodes,ITO,,,,,m-MTDATA,1.9,5.1,30,,,,,,,,,30,2.67,2,2.08,5.38,2.67,30,Firpic,3,5.7,2.7,10,2.5,40,,,,,BPhen,3,6.4,40,Ca,2.8,10,Al,,,0.3,0.5,4.80
Carbazolyl-substituted quinazolinones as high-triplet-energy materials for phosphorescent organic light emitting diodes,ITO,,,,,m-MTDATA,1.9,5.1,30,TAPC,2,5.5,8,,,,,38,2.87,2,2.08,5.38,2.67,30,Firpic,3,5.7,2.7,10,3.36,35,TSPO1,2.5,6.8,8,TPBi,2.8,6.2,30,Ca,2.8,10,Al,,,2,1,6.28
Carbazolyl-substituted quinazolinones as high-triplet-energy materials for phosphorescent organic light emitting diodes,ITO,,,,,m-MTDATA,1.9,5.1,30,TAPC,2,5.5,8,,,,,38,2.87,2,2.08,5.38,2.67,30,Firpic,3,5.7,2.7,10,3.36,35,TSPO1,2.5,6.8,8,TPBi,2.8,6.2,30,Ca,2.8,10,Al,,,2,1,6.28
Enabling high-efficiency organic light-emitting diodes with a cross-linkable electron confining hole transporting material,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,CBP,2.7,5.8,2.6,20,Firpic,3,5.7,2.7,10,2.6,50,,,,,TPBi,2.8,6.2,32,LiF,3.5,1,Al,,,6.9,5.8,13.30
Enabling high-efficiency organic light-emitting diodes with a cross-linkable electron confining hole transporting material,ITO,PEDOT:PSS,3.3,5.2,35,VPEC,2,5.3,10,,,,,,,,,10,2.88,CBP,2.7,5.8,2.6,20,Firpic,3,5.7,2.7,10,2.6,50,,,,,TPBi,2.8,6.2,32,LiF,3.5,1,Al,,,8.9,6.9,16.00
Enabling high-efficiency organic light-emitting diodes with a cross-linkable electron confining hole transporting material,ITO,PEDOT:PSS,3.3,5.2,35,,,,,,,,,,,,,0,0,TCTA,2.4,5.7,2.82,20,Firpic,3,5.7,2.7,10,2.6,50,,,,,TPBi,2.8,6.2,32,LiF,3.5,1,Al,,,16.5,8.9,20.60
Enabling high-efficiency organic light-emitting diodes with a cross-linkable electron confining hole transporting material,ITO,PEDOT:PSS,3.3,5.2,35,VPEC,2,5.3,10,,,,,,,,,10,2.88,TCTA,2.4,5.7,2.82,20,Firpic,3,5.7,2.7,10,2.6,50,,,,,TPBi,2.8,6.2,32,LiF,3.5,1,Al,,,16.9,9.4,21.70
Tetrasubstituted adamantane derivatives with arylamine groups: Solution-processable hole-transporting and host materials with high triplet energy and good thermal stability for organic light-emitting devices,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,1,1.62,5.23,3.01,60,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,3.00
Tetrasubstituted adamantane derivatives with arylamine groups: Solution-processable hole-transporting and host materials with high triplet energy and good thermal stability for organic light-emitting devices,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,2,1.63,5.12,2.97,60,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,4.00
Tetrasubstituted adamantane derivatives with arylamine groups: Solution-processable hole-transporting and host materials with high triplet energy and good thermal stability for organic light-emitting devices,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,3,2.09,5.6,3.02,60,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,0.60
Tetrasubstituted adamantane derivatives with arylamine groups: Solution-processable hole-transporting and host materials with high triplet energy and good thermal stability for organic light-emitting devices,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,4,2.01,5.47,2.99,60,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,3.00
Tetrasubstituted adamantane derivatives with arylamine groups: Solution-processable hole-transporting and host materials with high triplet energy and good thermal stability for organic light-emitting devices,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,TAPC,2,5.5,2.87,60,Firpic,3,5.7,2.7,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,2.00
Bis-Tridentate Ir(III) Complexes with Nearly Unitary RGB Phosphorescence and Organic Light-Emitting Diodes with External Quantum Efficiency Exceeding 31%,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,50,mCP,2.4,5.9,10,,,,,60,3,mCPCN,2.24,5.8,3.03,20,Ir(pimf)(L1),2.7,5.48,2.66,12,2.95,50,,,,,3TPYMB,3.32,6.67,50,LiF,3.5,0.5,Al,100,2.5,33.6,20.7,53.60
Bis-Tridentate Ir(III) Complexes with Nearly Unitary RGB Phosphorescence and Organic Light-Emitting Diodes with External Quantum Efficiency Exceeding 31%,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,50,mCP,2.4,5.9,10,,,,,60,3,mCPCN,2.24,5.8,3.03,20,Ir(pimf)(L1),2.7,5.48,2.66,12,2.95,50,,,,,3TPYMB,3.32,6.67,50,LiF,3.5,0.5,Al,100,3,28.5,18.9,47.20
Bis-Tridentate Ir(III) Metal Phosphors for Efficient Deep-Blue Organic Light-Emitting Diodes,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,40,mCP,2.4,5.9,10,,,,,50,3,DPEPO,2.5,6.6,2.8,20,2,2.39,5.33,2.54,12,2.95,50,,,,,3TPYMB,3.32,6.67,50,LiF,3.5,1,Al,100,3,9,12,18.07
Bis-Tridentate Ir(III) Metal Phosphors for Efficient Deep-Blue Organic Light-Emitting Diodes,ITO,MoO3,2.3,5.3,1,TAPC,2,5.5,40,mCP,2.4,5.9,10,,,,,50,3,DPEPO,2.5,6.6,2.8,20,5,2.31,5.32,2.54,12,2.95,50,,,,,3TPYMB,3.32,6.67,50,LiF,3.5,1,Al,100,3,7,8,12.79
Efficient blue electroluminescence of iridium(III) complexes with oxadiazol-substituted amide ancillary ligands,ITO,HAT-CN,5.7,9.5,30,NPB,2.5,5.2,10,TCTA,2.4,5.7,10,,,,,20,2.82,mCP,2.4,5.9,3,20,Ir(dfpmpy)2(POXD),2.5,5.98,2.56,10,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,1,Al,100,3.9,1,5.3,7.00
Efficient blue electroluminescence of iridium(III) complexes with oxadiazol-substituted amide ancillary ligands,ITO,HAT-CN,5.7,9.5,30,NPB,2.5,5.2,10,TCTA,2.4,5.7,10,,,,,20,2.82,mCP,2.4,5.9,3,20,Ir(dfppy)2(PhOXD),2.82,6.12,2.67,10,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,1,Al,100,4.8,0.9,3.2,5.90
Efficient blue electroluminescence of iridium(III) complexes with oxadiazol-substituted amide ancillary ligands,ITO,HAT-CN,5.7,9.5,30,NPB,2.5,5.2,10,TCTA,2.4,5.7,10,,,,,20,2.82,mCP,2.4,5.9,3,20,Ir(dfpypy)2(POXD),2.89,6.17,2.6,10,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,1,Al,100,4.7,0.3,3.8,2.00
Finely Tuned Blue Iridium Complexes with Varying Horizontal Emission Dipole Ratios and Quantum Yields for Phosphorescent Organic Light-Emitting Diodes,ITO,20,2.4,5.9,1,pBCb2Cz,2.26,5.7,40,,,,,,,,,40,2.71,pBCb2Cz:TSPO1,2.26,5.7,2.93,30,tBu-FCNIr,3.02,5.8,2.75,10,3.36,35,,,,,TSPO1,2.5,6.8,35,,4.28,0,Al,100,3,23.7,20.3,38.10
Highly Efficient Blue Phosphorescent Organic Light-Emitting Diodes Employing a Host Material with Small Bandgap,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,45,,,,,,,,,45,2.87,DBF-DMS,2.55,5.9,2.9,20,fac-Ir(iprpmi)3,2.2,4.8,2.62,12,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,Al,100,,47.6,25.7,60.30
Highly Efficient Blue Phosphorescent Organic Light-Emitting Diodes Employing a Host Material with Small Bandgap,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,45,,,,,,,,,45,2.87,mCP,2.4,5.9,3,20,fac-Ir(iprpmi)3,2.2,4.8,2.62,12,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,AI,100,,31.3,21.1,49.80
